K_share,D_share,AI_share,H_share,K,D,AI,H,gdp_gain,inclusion,green_score,data_security,risk_index
0.10041746796957425,0.2499329528607171,0.2291400801330508,0.4205094990366579,8033.39743756594,19994.63622885737,18331.206410644063,33640.75992293263,84734.48949731817,64203.137864879245,56332.5868203094,48526.09898734416,0.09159916833377255
0.10000001980975452,0.11563911686770707,0.247728259203298,0.5366326041192404,8000.001584780362,9251.129349416566,19818.26073626384,42930.60832953923,84540.3351623773,68257.57843735183,55571.84468165846,48340.9665748228,0.04889260900437818
0.10000213739821545,0.10002140759618086,0.22914394848015546,0.5708325065254483,8000.170991857236,8001.712607694469,18331.515878412436,45666.600522035864,83902.74142942406,69987.0839574717,55863.76342496004,48053.07684648232,0.03149565884195887
0.10000056802213292,0.11228046848730146,0.21971963908517828,0.5679993244053874,8000.045441770633,8982.437478984117,17577.571126814262,45439.945952430986,83692.46148884292,70089.43823703915,56076.44114420778,47971.69979109552,0.03074416397355273
0.10000166917751334,0.4899270383167434,0.14326395567837852,0.2668073368273647,8000.133534201067,39194.16306533947,11461.11645427028,21344.586946189174,83544.17378978751,60236.24239000474,58691.665671845054,48201.5184484566,0.13592975625407902
0.10000111909149818,0.6837771006903592,0.10017652027916181,0.11604525993898074,8000.089527319855,54702.168055228736,8014.121622332945,9283.620795118459,83354.35617284564,55412.15259284168,60104.80920505701,48270.32827631844,0.18761713293475016
0.1000138088628759,0.13789791235042687,0.19900257406298208,0.5630857047237151,8001.104709030073,11031.83298803415,15920.205925038566,45046.85637789721,83222.45041834973,70364.44675421933,56539.26140278257,47788.28532572152,0.028565404391337812
0.10000493649737181,0.5294183003492948,0.12436106884628348,0.24621569430704981,8000.3949197897455,42353.464027943584,9948.885507702678,19697.255544563985,83205.7392882544,59868.85649730754,59165.7645708155,48085.88125839221,0.14038563985659444
0.10000493649737181,0.4899270383167434,0.12436106884628348,0.2857069563396013,8000.3949197897455,39194.16306533947,9948.885507702678,22856.556507168105,82984.58822087212,61385.320959357516,59039.39253231135,47959.50921988805,0.12458913504357386
0.10000498250766557,0.5736481337501474,0.10299459982169043,0.22335228392049655,8000.398600613245,45891.8507000118,8239.567985735235,17868.182713639726,82820.97802558182,59469.50915632656,59700.441853079,47953.925185595464,0.14525770744567953
